participant_id,labLocale,taskOrder,timing,trial_type,age_group,maxWrong,maxCorrect,prodSpeech_category,producer
Cardiff.62,Cardiff,second,delayed,experimental,7yo,5,4,Usually,Yes
Cardiff.63,Cardiff,first,immediate,experimental,7yo,5,2,Usually,Yes
Cardiff.63,Cardiff,point-and-name,point-and-name,point and name,7yo,5,4,Usually,Yes
Cardiff.63,Cardiff,second,delayed,experimental,7yo,5,3,Usually,Yes
Cardiff.64,Cardiff,first,delayed,experimental,10yo,5,3,Usually,Yes
Cardiff.64,Cardiff,point-and-name,point-and-name,point and name,10yo,5,4,Usually,Yes
Cardiff.64,Cardiff,second,immediate,experimental,10yo,5,5,Usually,Yes
Cardiff.66,Cardiff,first,delayed,experimental,6yo,5,4,Usually,Yes
Cardiff.66,Cardiff,point-and-name,point-and-name,point and name,6yo,5,4,Usually,Yes
Cardiff.66,Cardiff,second,immediate,experimental,6yo,5,4,Usually,Yes
Cardiff.67,Cardiff,first,delayed,experimental,7yo,5,3,Usually,Yes
Cardiff.67,Cardiff,point-and-name,point-and-name,point and name,7yo,5,3,Usually,Yes
Cardiff.67,Cardiff,second,immediate,experimental,7yo,5,4,Usually,Yes
Cardiff.68,Cardiff,first,delayed,experimental,7yo,5,5,Usually,Yes
Cardiff.68,Cardiff,point-and-name,point-and-name,point and name,7yo,5,4,Usually,Yes
Cardiff.68,Cardiff,second,immediate,experimental,7yo,5,4,Usually,Yes
Cardiff.69,Cardiff,first,immediate,experimental,10yo,5,4,Usually,Yes
Cardiff.69,Cardiff,point-and-name,point-and-name,point and name,10yo,5,3,Usually,Yes
Cardiff.69,Cardiff,second,delayed,experimental,10yo,5,3,Usually,Yes
Cardiff.70,Cardiff,first,immediate,experimental,7yo,5,3,Usually,Yes
Cardiff.70,Cardiff,point-and-name,point-and-name,point and name,7yo,5,3,Usually,Yes
Cardiff.70,Cardiff,second,delayed,experimental,7yo,5,3,Usually,Yes
Cardiff.71,Cardiff,first,immediate,experimental,7yo,5,4,Usually,Yes
Cardiff.71,Cardiff,point-and-name,point-and-name,point and name,7yo,5,5,Usually,Yes
Cardiff.71,Cardiff,second,delayed,experimental,7yo,5,5,Usually,Yes
Cardiff.72,Cardiff,first,immediate,experimental,6yo,5,3,Usually,Yes
Cardiff.72,Cardiff,point-and-name,point-and-name,point and name,6yo,5,3,Usually,Yes
Cardiff.72,Cardiff,second,delayed,experimental,6yo,5,3,Usually,Yes
Cardiff.73,Cardiff,first,delayed,experimental,5yo,5,1,Never,No
Cardiff.73,Cardiff,point-and-name,point-and-name,point and name,5yo,5,2,Never,No
Cardiff.73,Cardiff,second,immediate,experimental,5yo,5,1,Never,No
Cardiff.74,Cardiff,first,delayed,experimental,10yo,5,5,Usually,Yes
Cardiff.74,Cardiff,point-and-name,point-and-name,point and name,10yo,5,5,Usually,Yes
Cardiff.74,Cardiff,second,immediate,experimental,10yo,5,5,Usually,Yes
Cardiff.75,Cardiff,first,immediate,experimental,5yo,5,2,Usually,Yes
Cardiff.75,Cardiff,point-and-name,point-and-name,point and name,5yo,5,2,Usually,Yes
Cardiff.75,Cardiff,second,delayed,experimental,5yo,5,2,Usually,Yes
Cardiff.76,Cardiff,first,delayed,experimental,10yo,4,5,Usually,Yes
Cardiff.76,Cardiff,point-and-name,point-and-name,point and name,10yo,5,5,Usually,Yes
Cardiff.76,Cardiff,second,immediate,experimental,10yo,5,5,Usually,Yes
Cardiff.77,Cardiff,first,delayed,experimental,5yo,5,2,Usually,Yes
Cardiff.77,Cardiff,point-and-name,point-and-name,point and name,5yo,5,3,Usually,Yes
Cardiff.77,Cardiff,second,immediate,experimental,5yo,5,2,Usually,Yes
Cardiff.78,Cardiff,first,delayed,experimental,6yo,5,4,Usually,Yes
Cardiff.78,Cardiff,point-and-name,point-and-name,point and name,6yo,5,4,Usually,Yes
Cardiff.78,Cardiff,second,immediate,experimental,6yo,5,4,Usually,Yes
Cardiff.79,Cardiff,first,delayed,experimental,6yo,5,4,Usually,Yes
Cardiff.79,Cardiff,point-and-name,point-and-name,point and name,6yo,5,1,Usually,Yes
Cardiff.79,Cardiff,second,immediate,experimental,6yo,5,3,Usually,Yes
Cardiff.8,Cardiff,first,immediate,experimental,5yo,5,3,Sometimes,Yes
Cardiff.8,Cardiff,point-and-name,point-and-name,point and name,5yo,5,2,Sometimes,Yes
Cardiff.8,Cardiff,second,delayed,experimental,5yo,5,1,Sometimes,Yes
Cardiff.80,Cardiff,first,delayed,experimental,6yo,5,2,Sometimes,Yes
Cardiff.80,Cardiff,point-and-name,point-and-name,point and name,6yo,5,2,Sometimes,Yes
Cardiff.80,Cardiff,second,immediate,experimental,6yo,5,3,Sometimes,Yes
Cardiff.9,Cardiff,first,delayed,experimental,5yo,5,2,Usually,Yes
Cardiff.9,Cardiff,point-and-name,point-and-name,point and name,5yo,5,3,Usually,Yes
Cardiff.9,Cardiff,second,immediate,experimental,5yo,5,3,Usually,Yes
CostaRica.1,Costa Rica,first,delayed,experimental,10yo,5,5,Usually,Yes
CostaRica.1,Costa Rica,point-and-name,point-and-name,point and name,10yo,5,4,Usually,Yes
CostaRica.1,Costa Rica,second,immediate,experimental,10yo,5,4,Usually,Yes
CostaRica.10,Costa Rica,first,delayed,experimental,10yo,5,4,Never,No
CostaRica.10,Costa Rica,point-and-name,point-and-name,point and name,10yo,5,5,Never,No
CostaRica.10,Costa Rica,second,immediate,experimental,10yo,4,5,Never,No
CostaRica.11,Costa Rica,first,immediate,experimental,10yo,5,4,Usually,Yes
CostaRica.11,Costa Rica,point-and-name,point-and-name,point and name,10yo,5,4,Usually,Yes
CostaRica.11,Costa Rica,second,delayed,experimental,10yo,5,5,Usually,Yes
CostaRica.12,Costa Rica,first,immediate,experimental,10yo,NA,5,Usually,Yes
CostaRica.12,Costa Rica,point-and-name,point-and-name,point and name,10yo,4,5,Usually,Yes
CostaRica.12,Costa Rica,second,delayed,experimental,10yo,3,5,Usually,Yes
CostaRica.13,Costa Rica,first,delayed,experimental,10yo,5,5,Usually,Yes
CostaRica.13,Costa Rica,point-and-name,point-and-name,point and name,10yo,5,4,Usually,Yes
CostaRica.13,Costa Rica,second,immediate,experimental,10yo,5,4,Usually,Yes
CostaRica.14,Costa Rica,first,delayed,experimental,10yo,5,4,Sometimes,Yes
CostaRica.14,Costa Rica,point-and-name,point-and-name,point and name,10yo,5,3,Sometimes,Yes
CostaRica.14,Costa Rica,second,immediate,experimental,10yo,5,5,Sometimes,Yes
CostaRica.15,Costa Rica,first,delayed,experimental,10yo,5,3,Sometimes,Yes
CostaRica.15,Costa Rica,point-and-name,point-and-name,point and name,10yo,5,4,Sometimes,Yes
CostaRica.15,Costa Rica,second,immediate,experimental,10yo,5,5,Sometimes,Yes
CostaRica.16,Costa Rica,first,immediate,experimental,10yo,5,3,Usually,Yes
CostaRica.16,Costa Rica,point-and-name,point-and-name,point and name,10yo,5,4,Usually,Yes
CostaRica.16,Costa Rica,second,delayed,experimental,10yo,5,4,Usually,Yes
CostaRica.17,Costa Rica,first,immediate,experimental,10yo,5,5,Usually,Yes
CostaRica.17,Costa Rica,point-and-name,point-and-name,point and name,10yo,5,5,Usually,Yes
CostaRica.17,Costa Rica,second,delayed,experimental,10yo,5,5,Usually,Yes
CostaRica.18,Costa Rica,first,delayed,experimental,10yo,4,5,Usually,Yes
CostaRica.18,Costa Rica,point-and-name,point-and-name,point and name,10yo,5,4,Usually,Yes
CostaRica.18,Costa Rica,second,immediate,experimental,10yo,5,4,Usually,Yes
CostaRica.19,Costa Rica,first,immediate,experimental,10yo,5,4,Never,No
CostaRica.19,Costa Rica,point-and-name,point-and-name,point and name,10yo,5,4,Never,No
CostaRica.19,Costa Rica,second,delayed,experimental,10yo,5,4,Never,No
CostaRica.2,Costa Rica,first,delayed,experimental,10yo,5,4,Usually,Yes
CostaRica.2,Costa Rica,point-and-name,point-and-name,point and name,10yo,NA,5,Usually,Yes
CostaRica.2,Costa Rica,second,immediate,experimental,10yo,5,5,Usually,Yes
CostaRica.20,Costa Rica,first,delayed,experimental,10yo,5,5,Usually,Yes
CostaRica.20,Costa Rica,point-and-name,point-and-name,point and name,10yo,5,5,Usually,Yes
CostaRica.20,Costa Rica,second,immediate,experimental,10yo,5,4,Usually,Yes
CostaRica.21,Costa Rica,first,immediate,experimental,7yo,5,4,Usually,Yes
CostaRica.21,Costa Rica,point-and-name,point-and-name,point and name,7yo,5,5,Usually,Yes
CostaRica.21,Costa Rica,second,delayed,experimental,7yo,5,4,Usually,Yes
CostaRica.22,Costa Rica,first,immediate,experimental,7yo,5,4,Usually,Yes
CostaRica.22,Costa Rica,point-and-name,point-and-name,point and name,7yo,5,2,Usually,Yes
CostaRica.22,Costa Rica,second,delayed,experimental,7yo,5,1,Usually,Yes
CostaRica.23,Costa Rica,first,delayed,experimental,7yo,5,2,Sometimes,Yes
CostaRica.23,Costa Rica,point-and-name,point-and-name,point and name,7yo,5,3,Sometimes,Yes
CostaRica.23,Costa Rica,second,immediate,experimental,7yo,5,3,Sometimes,Yes
CostaRica.24,Costa Rica,first,delayed,experimental,7yo,5,4,Usually,Yes
CostaRica.24,Costa Rica,point-and-name,point-and-name,point and name,7yo,5,4,Usually,Yes
CostaRica.24,Costa Rica,second,immediate,experimental,7yo,5,4,Usually,Yes
CostaRica.25,Costa Rica,first,immediate,experimental,7yo,5,4,Usually,Yes
CostaRica.25,Costa Rica,point-and-name,point-and-name,point and name,7yo,5,4,Usually,Yes
CostaRica.25,Costa Rica,second,delayed,experimental,7yo,5,2,Usually,Yes
CostaRica.26,Costa Rica,first,delayed,experimental,7yo,5,4,Usually,Yes
CostaRica.26,Costa Rica,point-and-name,point-and-name,point and name,7yo,5,4,Usually,Yes
CostaRica.26,Costa Rica,second,immediate,experimental,7yo,5,4,Usually,Yes
CostaRica.27,Costa Rica,first,immediate,experimental,7yo,5,2,Never,No
CostaRica.27,Costa Rica,point-and-name,point-and-name,point and name,7yo,5,4,Never,No
CostaRica.27,Costa Rica,second,delayed,experimental,7yo,5,2,Never,No
CostaRica.28,Costa Rica,first,immediate,experimental,7yo,5,3,Never,No
CostaRica.28,Costa Rica,point-and-name,point-and-name,point and name,7yo,5,3,Never,No
CostaRica.28,Costa Rica,second,delayed,experimental,7yo,5,1,Never,No
CostaRica.29,Costa Rica,first,immediate,experimental,7yo,4,5,Usually,Yes
CostaRica.29,Costa Rica,point-and-name,point-and-name,point and name,7yo,5,4,Usually,Yes
CostaRica.29,Costa Rica,second,delayed,experimental,7yo,5,5,Usually,Yes
CostaRica.3,Costa Rica,first,immediate,experimental,10yo,5,4,Sometimes,Yes
CostaRica.3,Costa Rica,point-and-name,point-and-name,point and name,10yo,5,4,Sometimes,Yes
CostaRica.3,Costa Rica,second,delayed,experimental,10yo,5,4,Sometimes,Yes
CostaRica.30,Costa Rica,first,delayed,experimental,7yo,5,2,Sometimes,Yes
CostaRica.30,Costa Rica,point-and-name,point-and-name,point and name,7yo,5,3,Sometimes,Yes
CostaRica.30,Costa Rica,second,immediate,experimental,7yo,5,2,Sometimes,Yes
CostaRica.31,Costa Rica,first,immediate,experimental,7yo,5,3,Sometimes,Yes
CostaRica.31,Costa Rica,point-and-name,point-and-name,point and name,7yo,5,3,Sometimes,Yes
CostaRica.31,Costa Rica,second,delayed,experimental,7yo,5,2,Sometimes,Yes
CostaRica.32,Costa Rica,first,delayed,experimental,7yo,5,4,Usually,Yes
CostaRica.32,Costa Rica,point-and-name,point-and-name,point and name,7yo,5,3,Usually,Yes
CostaRica.32,Costa Rica,second,immediate,experimental,7yo,5,3,Usually,Yes
CostaRica.33,Costa Rica,first,immediate,experimental,7yo,5,3,Usually,Yes
CostaRica.33,Costa Rica,point-and-name,point-and-name,point and name,7yo,5,3,Usually,Yes
CostaRica.33,Costa Rica,second,delayed,experimental,7yo,5,4,Usually,Yes
CostaRica.34,Costa Rica,first,immediate,experimental,7yo,5,4,Sometimes,Yes
CostaRica.34,Costa Rica,point-and-name,point-and-name,point and name,7yo,5,3,Sometimes,Yes
CostaRica.34,Costa Rica,second,delayed,experimental,7yo,5,4,Sometimes,Yes
CostaRica.35,Costa Rica,first,delayed,experimental,7yo,5,4,Usually,Yes
CostaRica.35,Costa Rica,point-and-name,point-and-name,point and name,7yo,5,3,Usually,Yes
CostaRica.35,Costa Rica,second,immediate,experimental,7yo,5,3,Usually,Yes
CostaRica.36,Costa Rica,first,delayed,experimental,7yo,5,3,Usually,Yes
CostaRica.36,Costa Rica,point-and-name,point-and-name,point and name,7yo,5,2,Usually,Yes
CostaRica.36,Costa Rica,second,immediate,experimental,7yo,5,3,Usually,Yes
CostaRica.37,Costa Rica,first,delayed,experimental,7yo,5,4,Usually,Yes
CostaRica.37,Costa Rica,point-and-name,point-and-name,point and name,7yo,5,4,Usually,Yes
CostaRica.37,Costa Rica,second,immediate,experimental,7yo,5,5,Usually,Yes
CostaRica.38,Costa Rica,first,delayed,experimental,7yo,5,4,Never,No
CostaRica.38,Costa Rica,point-and-name,point-and-name,point and name,7yo,5,1,Never,No
CostaRica.38,Costa Rica,second,immediate,experimental,7yo,5,3,Never,No
CostaRica.39,Costa Rica,first,immediate,experimental,7yo,5,3,Sometimes,Yes
CostaRica.39,Costa Rica,point-and-name,point-and-name,point and name,7yo,5,2,Sometimes,Yes
CostaRica.39,Costa Rica,second,delayed,experimental,7yo,5,4,Sometimes,Yes
CostaRica.4,Costa Rica,first,immediate,experimental,10yo,5,3,Usually,Yes
CostaRica.4,Costa Rica,point-and-name,point-and-name,point and name,10yo,5,4,Usually,Yes
CostaRica.4,Costa Rica,second,delayed,experimental,10yo,5,4,Usually,Yes
CostaRica.40,Costa Rica,first,delayed,experimental,7yo,5,3,Sometimes,Yes
CostaRica.40,Costa Rica,point-and-name,point-and-name,point and name,7yo,5,2,Sometimes,Yes
CostaRica.40,Costa Rica,second,immediate,experimental,7yo,5,2,Sometimes,Yes
CostaRica.41,Costa Rica,first,immediate,experimental,6yo,5,2,Sometimes,Yes
CostaRica.41,Costa Rica,point-and-name,point-and-name,point and name,6yo,5,4,Sometimes,Yes
CostaRica.41,Costa Rica,second,delayed,experimental,6yo,5,2,Sometimes,Yes
CostaRica.42,Costa Rica,first,delayed,experimental,6yo,5,3,Usually,Yes
CostaRica.42,Costa Rica,point-and-name,point-and-name,point and name,6yo,5,2,Usually,Yes
CostaRica.42,Costa Rica,second,immediate,experimental,6yo,5,4,Usually,Yes
CostaRica.43,Costa Rica,first,delayed,experimental,6yo,5,3,Sometimes,Yes
CostaRica.43,Costa Rica,point-and-name,point-and-name,point and name,6yo,5,3,Sometimes,Yes
CostaRica.43,Costa Rica,second,immediate,experimental,6yo,5,2,Sometimes,Yes
CostaRica.44,Costa Rica,first,immediate,experimental,6yo,5,1,Never,No
CostaRica.44,Costa Rica,point-and-name,point-and-name,point and name,6yo,5,3,Never,No
CostaRica.44,Costa Rica,second,delayed,experimental,6yo,5,3,Never,No
CostaRica.45,Costa Rica,first,delayed,experimental,6yo,5,4,Usually,Yes
CostaRica.45,Costa Rica,point-and-name,point-and-name,point and name,6yo,5,2,Usually,Yes
CostaRica.45,Costa Rica,second,immediate,experimental,6yo,5,2,Usually,Yes
CostaRica.46,Costa Rica,first,delayed,experimental,6yo,5,2,Sometimes,Yes
CostaRica.46,Costa Rica,point-and-name,point-and-name,point and name,6yo,5,4,Sometimes,Yes
CostaRica.46,Costa Rica,second,immediate,experimental,6yo,5,1,Sometimes,Yes
CostaRica.47,Costa Rica,first,delayed,experimental,6yo,5,4,Usually,Yes
CostaRica.47,Costa Rica,point-and-name,point-and-name,point and name,6yo,5,5,Usually,Yes
CostaRica.47,Costa Rica,second,immediate,experimental,6yo,5,4,Usually,Yes
CostaRica.48,Costa Rica,first,delayed,experimental,6yo,5,1,Never,No
CostaRica.48,Costa Rica,point-and-name,point-and-name,point and name,6yo,5,1,Never,No
CostaRica.48,Costa Rica,second,immediate,experimental,6yo,5,1,Never,No
CostaRica.49,Costa Rica,first,immediate,experimental,6yo,5,2,Sometimes,Yes
CostaRica.49,Costa Rica,point-and-name,point-and-name,point and name,6yo,5,1,Sometimes,Yes
CostaRica.49,Costa Rica,second,delayed,experimental,6yo,5,1,Sometimes,Yes
CostaRica.5,Costa Rica,first,delayed,experimental,10yo,5,5,Usually,Yes
CostaRica.5,Costa Rica,point-and-name,point-and-name,point and name,10yo,5,4,Usually,Yes
CostaRica.5,Costa Rica,second,immediate,experimental,10yo,5,5,Usually,Yes
CostaRica.50,Costa Rica,first,delayed,experimental,6yo,5,3,Sometimes,Yes
CostaRica.50,Costa Rica,point-and-name,point-and-name,point and name,6yo,5,3,Sometimes,Yes
CostaRica.50,Costa Rica,second,immediate,experimental,6yo,5,2,Sometimes,Yes
CostaRica.51,Costa Rica,first,delayed,experimental,6yo,5,2,Usually,Yes
CostaRica.51,Costa Rica,point-and-name,point-and-name,point and name,6yo,5,3,Usually,Yes
CostaRica.51,Costa Rica,second,immediate,experimental,6yo,5,3,Usually,Yes
CostaRica.52,Costa Rica,first,immediate,experimental,6yo,5,4,Sometimes,Yes
CostaRica.52,Costa Rica,point-and-name,point-and-name,point and name,6yo,5,4,Sometimes,Yes
CostaRica.52,Costa Rica,second,delayed,experimental,6yo,5,4,Sometimes,Yes
CostaRica.53,Costa Rica,first,delayed,experimental,6yo,5,2,Usually,Yes
CostaRica.53,Costa Rica,point-and-name,point-and-name,point and name,6yo,5,2,Usually,Yes
CostaRica.53,Costa Rica,second,immediate,experimental,6yo,5,3,Usually,Yes
CostaRica.54,Costa Rica,first,immediate,experimental,6yo,5,3,Sometimes,Yes
CostaRica.54,Costa Rica,point-and-name,point-and-name,point and name,6yo,5,3,Sometimes,Yes
CostaRica.54,Costa Rica,second,delayed,experimental,6yo,5,2,Sometimes,Yes
CostaRica.55,Costa Rica,first,immediate,experimental,6yo,5,3,Sometimes,Yes
CostaRica.55,Costa Rica,point-and-name,point-and-name,point and name,6yo,5,4,Sometimes,Yes
CostaRica.55,Costa Rica,second,delayed,experimental,6yo,5,2,Sometimes,Yes
CostaRica.56,Costa Rica,first,immediate,experimental,6yo,4,5,Usually,Yes
CostaRica.56,Costa Rica,point-and-name,point-and-name,point and name,6yo,5,2,Usually,Yes
CostaRica.56,Costa Rica,second,delayed,experimental,6yo,5,1,Usually,Yes
CostaRica.57,Costa Rica,first,delayed,experimental,6yo,5,2,Never,No
CostaRica.57,Costa Rica,point-and-name,point-and-name,point and name,6yo,5,1,Never,No
CostaRica.57,Costa Rica,second,immediate,experimental,6yo,5,2,Never,No
CostaRica.58,Costa Rica,first,immediate,experimental,6yo,5,4,Sometimes,Yes
CostaRica.58,Costa Rica,point-and-name,point-and-name,point and name,6yo,5,3,Sometimes,Yes
CostaRica.58,Costa Rica,second,delayed,experimental,6yo,5,1,Sometimes,Yes
CostaRica.59,Costa Rica,first,delayed,experimental,6yo,5,3,Usually,Yes
CostaRica.59,Costa Rica,point-and-name,point-and-name,point and name,6yo,5,2,Usually,Yes
CostaRica.59,Costa Rica,second,immediate,experimental,6yo,5,3,Usually,Yes
CostaRica.6,Costa Rica,first,immediate,experimental,10yo,5,2,Never,No
CostaRica.6,Costa Rica,point-and-name,point-and-name,point and name,10yo,5,4,Never,No
CostaRica.6,Costa Rica,second,delayed,experimental,10yo,5,4,Never,No
CostaRica.60,Costa Rica,first,delayed,experimental,6yo,5,3,Usually,Yes
CostaRica.60,Costa Rica,point-and-name,point-and-name,point and name,6yo,5,3,Usually,Yes
CostaRica.60,Costa Rica,second,immediate,experimental,6yo,5,2,Usually,Yes
CostaRica.61,Costa Rica,first,immediate,experimental,5yo,5,2,Usually,Yes
CostaRica.61,Costa Rica,point-and-name,point-and-name,point and name,5yo,5,3,Usually,Yes
CostaRica.61,Costa Rica,second,delayed,experimental,5yo,5,2,Usually,Yes
CostaRica.63,Costa Rica,first,immediate,experimental,5yo,5,3,Sometimes,Yes
CostaRica.63,Costa Rica,point-and-name,point-and-name,point and name,5yo,5,3,Sometimes,Yes
CostaRica.63,Costa Rica,second,delayed,experimental,5yo,5,2,Sometimes,Yes
CostaRica.64,Costa Rica,first,immediate,experimental,5yo,5,2,Never,No
CostaRica.64,Costa Rica,point-and-name,point-and-name,point and name,5yo,5,3,Never,No
CostaRica.64,Costa Rica,second,delayed,experimental,5yo,5,1,Never,No
CostaRica.65,Costa Rica,first,delayed,experimental,5yo,5,3,Usually,Yes
CostaRica.65,Costa Rica,point-and-name,point-and-name,point and name,5yo,5,4,Usually,Yes
CostaRica.65,Costa Rica,second,immediate,experimental,5yo,5,3,Usually,Yes
CostaRica.66,Costa Rica,first,delayed,experimental,5yo,5,2,Usually,Yes
CostaRica.66,Costa Rica,point-and-name,point-and-name,point and name,5yo,5,2,Usually,Yes
CostaRica.66,Costa Rica,second,immediate,experimental,5yo,5,3,Usually,Yes
CostaRica.67,Costa Rica,first,delayed,experimental,5yo,5,2,Sometimes,Yes
CostaRica.67,Costa Rica,point-and-name,point-and-name,point and name,5yo,5,3,Sometimes,Yes
CostaRica.67,Costa Rica,second,immediate,experimental,5yo,5,3,Sometimes,Yes
CostaRica.68,Costa Rica,first,delayed,experimental,5yo,5,1,Usually,Yes
CostaRica.68,Costa Rica,point-and-name,point-and-name,point and name,5yo,5,2,Usually,Yes
CostaRica.68,Costa Rica,second,immediate,experimental,5yo,5,3,Usually,Yes
CostaRica.69,Costa Rica,first,delayed,experimental,5yo,5,1,Sometimes,Yes
CostaRica.69,Costa Rica,point-and-name,point-and-name,point and name,5yo,5,1,Sometimes,Yes
CostaRica.69,Costa Rica,second,immediate,experimental,5yo,5,3,Sometimes,Yes
CostaRica.7,Costa Rica,first,immediate,experimental,10yo,5,5,Never,No
CostaRica.7,Costa Rica,point-and-name,point-and-name,point and name,10yo,5,3,Never,No
CostaRica.7,Costa Rica,second,delayed,experimental,10yo,5,4,Never,No
CostaRica.70,Costa Rica,first,delayed,experimental,5yo,5,3,Sometimes,Yes
CostaRica.70,Costa Rica,point-and-name,point-and-name,point and name,5yo,5,3,Sometimes,Yes
CostaRica.70,Costa Rica,second,immediate,experimental,5yo,5,2,Sometimes,Yes
